Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Yield,drought_index
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,Coffee,7.467942332285852,0.13073973487255544
97.0,12.0,47.0,25.28784623,89.63667876,6.765094964,58.28697664,Watermelon,9.3101857069459,0.43385071045711887
9.0,76.0,25.0,28.88302142,50.12323801,5.70951224,179.2155874,PigeonPeas,8.699681400989514,0.16116355634804766
38.0,62.0,25.0,32.7477393,67.77954584,7.453975408,63.37784443,Blackgram,5.993961427306569,0.5167064230308808
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,MungBean,7.783640596221253,0.7303849020182195
57.0,56.0,78.0,17.34150229,18.75626255,8.736337905,67.9545435,ChickPea,7.3783837129967145,0.2551926831419017
40.0,59.0,23.0,36.89163721,62.73178224,5.269084669,163.7266551,PigeonPeas,6.90875477931522,0.22532456419643032
81.0,53.0,42.0,23.67575393,81.03569343,5.17782304,233.7034975,Rice,7.346655163176539,0.10130680191890123
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,Coffee,8.366602832783736,0.13859798464756273
97.0,22.0,26.0,23.60567546,59.68849145,6.074190142,185.1568059,Coffee,7.901377353792616,0.12749018511085203
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,Maize,7.262628600974241,0.20352307313368842
6.0,9.0,12.0,31.08368929,90.14362642,7.028746406,109.6894658,Orange,5.673323267171493,0.2833789832092173
102.0,25.0,50.0,28.20480805,92.91440379,6.099662369,21.90440445,Muskmelon,7.241366283322318,1.287631814026502
0.0,143.0,204.0,21.22503442,90.09877774,5.52078314,113.9760462,Apple,7.523481312573497,0.18622364194747584
44.0,47.0,45.0,38.73218907,94.73613484,6.579441304,218.142147,Papaya,8.188966863648876,0.17755481735597134
20.0,60.0,25.0,27.3254209,69.09047809,6.726469088,61.19250859,Blackgram,6.311734809152915,0.4465484668821046
101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,57.05709413,Watermelon,7.701200180857446,0.4325038993301947
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,ChickPea,6.68586094706836,0.31663880934073835
39.0,24.0,14.0,30.55472573,90.90343769,7.189259647,106.0711985,Orange,6.673297967767654,0.2880586451290019
11.0,18.0,42.0,21.57936934,94.88267728,5.938528744,102.8593382,Pomegranate,8.987321812850125,0.20979494633674448
43.0,50.0,48.0,28.28222883,91.37059792,6.63016515,179.2720807,Papaya,7.824445930877619,0.15776148030406825
30.0,127.0,204.0,22.50050273,92.45878335,6.126436584,100.9343903,Apple,6.7464121285733745,0.22292206512462365
5.0,74.0,21.0,16.24469193,21.35793891,5.591704014,66.97053257,KidneyBeans,7.170888478512505,0.24256477146265512
9.0,77.0,17.0,20.12373284,24.45202552,5.783425416,106.158201,KidneyBeans,8.294299608857235,0.189563619659534
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.7657624,Watermelon,7.303843225277705,0.44275517518537183
77.0,48.0,36.0,25.86705009,84.09985284,7.36008498,154.8390847,Jute,7.496097345175956,0.1670576272034074
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,Mango,6.2166061010848646,0.3113180020474587
14.0,6.0,36.0,24.92639065,85.19098079,5.832525853,104.7693804,Pomegranate,8.612685172875459,0.237916751559035
55.0,60.0,15.0,32.79766751,68.77994074,7.163043872,64.11411069,Blackgram,8.517393171418904,0.5115514689654738
129.0,52.0,19.0,24.16402322,76.7433897,6.436691764,61.94626051,Cotton,6.493753839851686,0.39008041836840807
34.0,60.0,22.0,17.66148158,18.15302753,5.635231778,100.6711761,KidneyBeans,8.612685172875459,0.1754373224040007
27.0,8.0,32.0,27.00648436,96.46168931,5.627860549,144.3331315,Coconut,8.24301946898925,0.18711216251917098
78.0,58.0,44.0,26.80079604,80.88684822,5.108681786,267.9761948,Rice,8.699681400989514,0.10001185388501488
4.0,59.0,19.0,26.25070298,67.62779652,7.621494566,40.8106299,Lentil,8.006700845440367,0.6432319971020021
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,Maize,6.7464121285733745,0.22673632492246495
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,ChickPea,6.68586094706836,0.22568098378357704
104.0,25.0,55.0,29.81196601,90.36881284,6.123802502,22.68766503,Muskmelon,8.558335134747413,1.3140164912272523
20.0,20.0,10.0,11.86631922,93.68394562,6.976997772,106.060149,Orange,8.24301946898925,0.1118829205009053
6.0,18.0,37.0,19.65690085,89.93701023,5.937649578,108.0458926,Pomegranate,8.160803920954665,0.1819310329634936
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,ChickPea,8.517393171418904,0.2748944504898721
22.0,55.0,16.0,23.7937153,68.03209183,6.516317561,49.73922097,Lentil,7.0909098220799835,0.4783692794377979
98.0,35.0,18.0,23.79746068,74.82913698,6.252797548,91.76337172,Maize,7.297091005160418,0.2593350727131134
23.0,65.0,20.0,23.0429097,22.42610972,5.833940084,108.3684316,KidneyBeans,8.612685172875459,0.21263489152383058
31.0,30.0,29.0,26.58580443,90.98617591,5.558807063,178.8116076,Coconut,8.665785595466064,0.14868052910740226
98.0,7.0,45.0,27.79161808,92.51054946,6.157724816,26.85422624,Muskmelon,8.556606193773073,1.0349066780503497
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,Watermelon,9.143238568435446,0.4831112585795142
21.0,39.0,20.0,27.06179658,52.3003173,7.388007483,60.74583498,MothBeans,7.496097345175956,0.44549221497169184
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,Maize,8.00836557031292,0.2013555146612558
62.0,52.0,16.0,22.27526694,58.84015925,6.967057762,63.87020584,Maize,6.716594773520978,0.34875833956624086
17.0,43.0,22.0,30.06142622,45.90067655,5.498340808,41.0550915,MothBeans,7.650168700845001,0.7322216347435928
59.0,62.0,83.0,18.57665902,19.22008229,8.104396058,72.94940441,ChickPea,6.803505257608338,0.2546512773846167
40.0,63.0,18.0,30.41588462,67.66323804,6.74441168,63.02473185,Blackgram,6.621405651764134,0.4826023645378505
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469,159.5718087,Jute,7.467942332285852,0.15744746476904178
31.0,62.0,52.0,33.7960155,93.00754254,6.99104104,182.026807,Papaya,7.409136443920128,0.18566504601788325
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,KidneyBeans,7.696667081526462,0.14507931530719312
99.0,29.0,55.0,29.19378695,91.46241065,6.660954816,26.48240255,Muskmelon,6.478509642208569,1.1023843808678966
6.0,7.0,8.0,27.68167318,94.47316879,7.199106204,113.9995146,Orange,6.133398042996649,0.24282272845372077
51.0,56.0,18.0,28.12787838,64.2097765,6.706505915,70.86340755,Blackgram,7.346655163176539,0.3969309316121179
2.0,79.0,15.0,21.53577883,65.47227704,7.505283615,35.75107592,Lentil,6.90875477931522,0.6023812785989069
87.0,48.0,25.0,18.65396672,61.37879671,6.656730008,93.62039175,Maize,7.576097340623111,0.19925110725684922
26.0,51.0,25.0,28.76488954,52.62741529,7.792508068,55.21606732,MothBeans,8.03947991910045,0.5209514355320893
29.0,22.0,43.0,19.66329768,87.95158129,5.561851831,106.0380805,Pomegranate,8.343077871169383,0.18543619033301567
4.0,43.0,18.0,29.02955344,61.09387478,8.736337905,72.98016599,MothBeans,8.630700432209832,0.39777319004727946
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,Watermelon,8.848222068371385,0.5112933996484167
111.0,6.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,Watermelon,9.220389707829185,0.5175261318907473
2.0,39.0,15.0,28.07219563,82.9116472,6.478557136,49.61865305,MungBean,8.006700845440367,0.5657589212680656
74.0,35.0,40.0,26.49109635,80.15836264,6.980400905,242.8640342,Rice,8.853808274977197,0.1090778897590643
111.0,6.0,52.0,29.8843055,94.0371147,6.135996372,21.90440445,Muskmelon,8.853808274977197,1.364305774876109
30.0,60.0,21.0,28.87667593,62.4901206,5.457871273,182.2688175,PigeonPeas,8.77971129020447,0.15842905179552014
69.0,37.0,42.0,23.05804872,83.37011772,7.073453503,251.0549998,Rice,8.160803920954665,0.0918446106926788
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,Coffee,8.006700845440367,0.2152560958379449
10.0,44.0,24.0,30.99256944,43.02151392,8.0344125,58.27600682,MothBeans,8.131824785007195,0.5318238349859841
54.0,77.0,85.0,17.1418614,17.0662427,7.829211144,83.74606679,ChickPea,7.467942332285852,0.20468855499730765
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,Banana,6.042632833682381,0.26895102286143086
21.0,38.0,20.0,27.10508014,63.56791363,5.794289715,62.20279647,MothBeans,8.665785595466064,0.4357534013557584
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,ChickPea,6.621405651764134,0.26065025221951216
34.0,73.0,15.0,20.97195263,63.83179889,7.630424083,53.10207889,Lentil,6.90875477931522,0.39493656490348816
108.0,22.0,46.0,26.17668721,86.7295205,6.121168559,53.33484977,Watermelon,8.824824939175638,0.4907989301174704
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,Mango,8.006700845440367,0.29803540419134655
67.0,46.0,44.0,26.82489244,78.20392774,7.093328631,153.9199807,Jute,6.398594934535208,0.17427816919065672
36.0,59.0,46.0,34.28879307,93.61082872,6.721130543,127.2509777,Papaya,6.621405651764134,0.2694579930705351
34.0,65.0,19.0,23.43974653,63.22011726,5.94239222,45.40277297,Lentil,2.3978952727983707,0.5162624437129699
56.0,59.0,55.0,37.03551903,91.79430166,6.551892638,188.5181422,Papaya,8.665785595466064,0.1964559940801042
101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,44.63907691,Watermelon,8.798001694924846,0.5459607109187508
32.0,71.0,85.0,20.62767492,15.22538951,6.403982316,92.06630306,ChickPea,8.922791623969637,0.22405238651014733
30.0,44.0,16.0,29.73013036,82.89166381,6.442335593,50.91511275,MungBean,8.006700845440367,0.5839156342467462
107.0,12.0,46.0,29.57240298,93.61870344,6.559763394,27.56918621,Muskmelon,9.329189505814563,1.0726614396237335
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,KidneyBeans,7.824445930877619,0.18242178370914028
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,48.30159325,MungBean,8.071218539969863,0.6079485604529311
48.0,62.0,47.0,25.34756111,93.02871078,6.803094965,174.4012337,Papaya,8.77971129020447,0.14534049198383964
16.0,71.0,24.0,18.33124824,38.40975482,4.946369874,139.6483317,PigeonPeas,7.601402334583733,0.13126721970490485
35.0,52.0,15.0,28.69841277,61.14754363,8.736337905,65.67591794,MothBeans,8.160803920954665,0.4369701051129351
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,Coffee,6.274762021241939,0.12888676251690273
28.0,45.0,23.0,29.65021184,80.29868321,6.489259136,56.76278363,MungBean,7.601402334583733,0.5223530267304558
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787,40.228644,Watermelon,8.474911799159631,0.6672772965782099
20.0,142.0,196.0,11.82768186,80.01639435,6.207600783,68.69420397,Grapes,7.783640596221253,0.17217874543598433
59.0,60.0,84.0,19.03025305,18.66725565,7.690962338,94.70992037,ChickPea,6.803505257608338,0.2009319929068237
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,Watermelon,7.247792581767846,0.5680579065095289
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,Mango,7.0909098220799835,0.3654270758974268
4.0,13.0,8.0,15.63211033,94.25966183,7.561143224,101.4705704,Orange,7.824445930877619,0.15405560712664965
0.0,18.0,14.0,29.77149434,92.00719952,7.207991261,114.4161786,Orange,6.19644412779452,0.2602035367872177
99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,198.6730942,Rice,6.803505257608338,0.10642344422164722
98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,224.0581164,Rice,7.937731775260109,0.10481125975828245
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,Grapes,6.803505257608338,0.2286652265479212
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,Maize,7.982074875081202,0.20837655277514305
6.0,36.0,22.0,24.21610338,59.79236306,8.736337905,42.24783476,MothBeans,7.650168700845001,0.5731915851270026
2.0,75.0,22.0,23.89271875,61.78779413,6.658605362,52.55730112,Lentil,1.9459101490553132,0.45460322802538095
108.0,60.0,17.0,22.75805656,76.75768356,6.558902588,97.76600619,Cotton,6.478509642208569,0.23278087593599586
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,231.7364957,Rice,9.87822102528824,0.09530551306704231
10.0,136.0,204.0,21.19852186,92.15595143,6.276198595,105.8554351,Apple,6.311734809152915,0.20025917269124152
20.0,8.0,12.0,25.2990432,94.96419851,7.260416405,117.9733424,Orange,7.372118028337787,0.2144471173163568
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,Grapes,8.03947991910045,0.39633586328384257
22.0,62.0,16.0,34.6455408,54.32342534,4.828936119,180.9009998,PigeonPeas,7.783640596221253,0.1915165799878837
35.0,30.0,34.0,28.2974764,95.41122824,6.141502001,182.4482352,Coconut,7.749753406274437,0.1550986578052086
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.7325092,Coffee,8.434028950155469,0.18801839437113035
8.0,7.0,10.0,28.2620488,91.98317355,6.929216014,105.2132259,Orange,6.398594934535208,0.2686168830539948
24.0,30.0,11.0,32.39523995,94.51768464,6.601395755,113.25373,Orange,7.0825485693553,0.2860412628099718
11.0,71.0,24.0,21.14011423,22.7182355,5.606620346,141.6056722,KidneyBeans,7.244941546337007,0.14928861181951378
126.0,50.0,19.0,24.69457084,81.7358876,6.628722836,78.58494391,Cotton,8.31898612539206,0.3142404843495115
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,Watermelon,7.719129840906732,0.44464896430749973
112.0,73.0,48.0,29.2440638,77.32017166,5.707488987,90.66727868,Banana,7.490529402060711,0.32254264407767463
93.0,91.0,47.0,27.84767901,83.31110751,6.101241579,117.2878912,Banana,6.90875477931522,0.2374301278905226
95.0,16.0,46.0,27.0767265,90.14362622,6.74669542,24.4514648,Muskmelon,6.2166061010848646,1.1073662339004875
37.0,6.0,13.0,26.03097313,91.50819306,7.511755068,101.2847738,Orange,6.2166061010848646,0.2570077628729416
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,Grapes,7.824445930877619,0.44630117815864384
35.0,52.0,19.0,27.10606808,89.89593328,6.698574085,37.45680611,MungBean,8.188966863648876,0.7236620226818207
25.0,76.0,24.0,15.33042636,24.91506728,5.56503533,135.3315583,KidneyBeans,6.55250788703459,0.11328049829207644
20.0,122.0,204.0,11.82768186,80.86325389,6.487369687,65.06962486,Grapes,8.131824785007195,0.18176963342926986
73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,Rice,8.31898612539206,0.13385172367918732
97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,260.2634026,Rice,6.7464121285733745,0.0942476989235271
39.0,65.0,53.0,35.33294932,92.11508608,6.560743093,235.6133585,Papaya,6.7580945044277305,0.14996157069973765
36.0,56.0,20.0,25.4123765,49.66474269,7.437078236,31.87416982,MothBeans,9.082620630373812,0.79727179203525
48.0,61.0,21.0,30.28496619,61.69295127,6.628264883,65.62859526,Blackgram,5.993961427306569,0.4614599179733442
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,267.9761948,Rice,7.937731775260109,0.08749571217183745
36.0,43.0,22.0,27.82684262,87.16679147,6.389882166,58.37249772,MungBean,7.741099090035366,0.4767115285816981
31.0,55.0,22.0,22.91350245,21.33953114,5.873171894,109.225556,KidneyBeans,7.719129840906732,0.20978151347567583
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,Blackgram,5.993961427306569,0.4599261455715974
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,MungBean,7.783640596221253,0.5123198427595402
94.0,53.0,40.0,20.27774362,82.89408619,5.718627178,241.9741949,Rice,8.77971129020447,0.08380126495530696
11.0,74.0,17.0,21.36383757,69.92375891,6.633864582,46.6352865,Lentil,7.496097345175956,0.45810456349225936
119.0,90.0,48.0,28.66725136,79.59242542,5.986442306,118.2583441,Banana,6.2166061010848646,0.24241208158076924
23.0,59.0,19.0,21.98560799,24.87304788,5.852046999,129.5650601,KidneyBeans,7.438971592395862,0.16968778443304344
74.0,39.0,38.0,23.24113501,84.59201843,7.782051313,233.0453455,Rice,7.824445930877619,0.0997279519105552
40.0,65.0,49.0,35.32876402,91.06138506,6.678449318,163.9069365,Papaya,7.496097345175956,0.2155416041092598
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,Maize,8.153637486385282,0.24293938883208682
9.0,80.0,19.0,21.80619564,18.57086554,5.945465949,125.0972687,KidneyBeans,7.170888478512505,0.17431392279675614
101.0,92.0,45.0,28.22776705,80.6430384,5.758054257,98.00403016,Banana,7.0909098220799835,0.28802659442714224
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,ChickPea,7.409136443920128,0.2177425411016474
23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,80.7108745,ChickPea,5.786897381366708,0.2350891088120859
31.0,29.0,26.0,28.22373428,47.40519056,5.024124684,97.76832322,Mango,8.592486175451668,0.2886797415314535
80.0,18.0,52.0,27.87317436,91.14849627,6.484799661,24.05207925,Muskmelon,8.160803920954665,1.1588675581306063
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,Watermelon,7.762596048540069,0.46392731538619764
59.0,63.0,18.0,31.65531175,60.13263713,6.52669158,66.69096751,Blackgram,7.438971592395862,0.4746566578226185
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,Banana,8.294299608857235,0.27010201388867633
63.0,41.0,45.0,25.29781791,86.8870535,7.121933579,196.6249511,Jute,6.2166061010848646,0.1286602629380814
97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,Coffee,8.630700432209832,0.1498578717250725
27.0,30.0,31.0,28.98545306,90.73966792,5.718120393,148.8398374,Coconut,7.313886831633462,0.19474257406070355
105.0,56.0,15.0,25.96779712,81.97904282,7.272316209,74.14169043,Cotton,7.57353126274595,0.3502455496481394
28.0,48.0,15.0,25.16125354,55.25435777,8.736337905,40.89732789,MothBeans,8.24301946898925,0.6152297676152089
32.0,60.0,83.0,19.69141713,19.44225438,8.736337905,91.76071648,ChickPea,5.993961427306569,0.21459528525091623
20.0,45.0,22.0,29.5888162,89.9939693,6.904587016,54.96121262,MungBean,7.244941546337007,0.5383581399339297
69.0,66.0,49.0,40.00439101,90.17015833,6.52711001,92.11877372,Papaya,7.650168700845001,0.43426968673348626
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232,55.50429227,MothBeans,7.901377353792616,0.47454146027352967
126.0,46.0,25.0,24.43847399,81.69801729,6.757457943,60.79645852,Cotton,7.273092595999522,0.4019719993713258
10.0,56.0,16.0,28.17432665,81.04554836,6.828187499,36.35720652,MungBean,7.550135342488429,0.774931006504916
100.0,6.0,53.0,29.05248036,93.92217834,6.105909623,23.66620626,Muskmelon,7.783640596221253,1.227593473518728
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902,113.1161095,Banana,8.922791623969637,0.23405354413872825
19.0,122.0,202.0,23.34467359,90.37981478,5.811975094,112.8954016,Apple,6.90875477931522,0.20678143889903294
72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,Rice,7.550135342488429,0.08327300084587849
102.0,11.0,47.0,27.98780984,92.78226196,6.504906979,27.14509034,Muskmelon,8.423102268016642,1.0310450058973555
81.0,45.0,35.0,26.52872817,80.12267476,6.158376967,218.9163567,Rice,7.170888478512505,0.1211820284636967
31.0,48.0,17.0,28.88078945,86.94206817,6.594739424,53.79732545,MungBean,7.496097345175956,0.5368443357183951
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,Watermelon,9.087720658428273,0.45891000370742496
129.0,43.0,16.0,23.47986888,81.73049149,6.720449769,86.76287924,Cotton,6.19644412779452,0.2706211352477679
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,ChickPea,7.601402334583733,0.22010632912360106
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,43.08961827,Watermelon,7.208600337960199,0.5967363793504461
27.0,56.0,20.0,19.25975367,20.51346956,5.542690119,94.9533526,KidneyBeans,7.1316985104669115,0.20283384567899565
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,Watermelon,7.67368812926773,0.5043586463031835
2.0,21.0,35.0,25.02887163,91.53720922,6.293662363,179.8248944,Coconut,6.90875477931522,0.13918468692623992
26.0,63.0,17.0,29.87854588,65.73085206,6.950300686,44.95654782,Lentil,7.824445930877619,0.6646094356039882
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557,66.76285469,Grapes,7.650168700845001,0.2512710580663652
9.0,8.0,15.0,14.34320488,94.35734702,7.994465371,110.2223123,Orange,6.621405651764134,0.13012977662507905
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,Maize,7.280008252884188,0.24727042785015158
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,Rice,8.764209507142004,0.1274531948064398
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,Maize,8.423102268016642,0.2626682395664484
36.0,67.0,77.0,18.36952567,19.56381041,7.152811172,79.26357665,ChickPea,7.498869733976931,0.2317524195103613
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,Rice,7.0909098220799835,0.12228535314986695
29.0,44.0,20.0,30.04132304,63.56222995,8.620107545,31.83192392,MothBeans,8.24301946898925,0.9437482668676382
69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,Rice,8.31898612539206,0.0898529836253874
109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,46.06193778,Watermelon,8.846640813100485,0.5822461701952639
32.0,11.0,31.0,25.06871967,93.31410447,6.205931638,134.8419069,Coconut,8.761080103868347,0.18591193379319437
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,78.16077693,Maize,6.7464121285733745,0.3212336861655562
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,Maize,7.982074875081202,0.1962757207092568
33.0,77.0,15.0,23.89736406,66.32102048,7.802212437,40.74536757,Lentil,7.601402334583733,0.5865050551594508
55.0,77.0,22.0,31.4345059,62.99303471,7.76061831,64.77651469,Blackgram,6.90875477931522,0.48527627714431515
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,Maize,7.048386408721883,0.34987694201446246
68.0,57.0,43.0,26.08867875,80.37979919,5.706943251,182.9043504,Rice,8.343077871169383,0.14263563819843206
84.0,40.0,42.0,26.2830571,73.35763537,6.704273839,186.6898282,Jute,8.0774471493312,0.14078462309384757
31.0,13.0,33.0,27.63834933,95.48763389,5.85971872,205.5463111,Coconut,6.089044875446846,0.13446288177465313
36.0,44.0,21.0,25.12528913,51.33189406,4.603563116,38.48678973,MothBeans,7.601402334583733,0.6528289134982553
8.0,15.0,33.0,28.97318719,96.96637916,5.50158009,213.9011021,Coconut,5.564520407322694,0.13545132261684353
18.0,9.0,40.0,19.44623085,89.02127045,5.627186257,106.1606833,Pomegranate,7.244941546337007,0.18317733311130852
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,Maize,8.594339400592892,0.19960166059639217
57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,ChickPea,7.601402334583733,0.25305566682531444
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,Watermelon,7.523481312573497,0.47085709990643776
32.0,70.0,20.0,20.89342749,46.24856523,6.208843215,195.5697875,PigeonPeas,8.101980731853192,0.10683361553957645
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,Watermelon,7.745435610274381,0.4796824142668552
26.0,68.0,24.0,28.04849594,64.07691942,7.504930973,37.15824966,Lentil,7.601402334583733,0.7548389977756451
86.0,18.0,45.0,28.96586565,90.71832938,6.566759102,22.25838137,Muskmelon,8.77971129020447,1.301346452623322
60.0,55.0,45.0,21.40865769,83.3293191,5.935745417,267.9761948,Rice,7.523481312573497,0.07989014735125681
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.9812525,Coffee,6.398594934535208,0.1835903912014976
29.0,71.0,18.0,22.17499963,62.13873825,6.410441476,53.46622584,Lentil,6.90875477931522,0.41474780157874186
57.0,60.0,17.0,26.23773129,67.88521396,7.504608385,73.58663968,Blackgram,7.804251383528112,0.35655563836767445
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,Muskmelon,7.456454555176209,1.0082179282808283
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,Maize,7.00397413672268,0.35310007407816785
36.0,61.0,21.0,34.53823889,39.04468913,5.617008201,168.5948318,PigeonPeas,7.496097345175956,0.20485941662152068
75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,Rice,7.601402334583733,0.1021185381610386
7.0,40.0,17.0,31.2123945,40.92604945,8.532078733,53.78769958,MothBeans,8.31898612539206,0.5802887042561471
83.0,7.0,45.0,29.08417927,90.73891887,6.704104127,25.33014238,Muskmelon,8.314097335405807,1.1482043338801775
82.0,20.0,54.0,29.34033587,90.01506395,6.541150335,21.90440445,Muskmelon,6.621405651764134,1.3394719734827247
26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,74.53557341,Grapes,7.550135342488429,0.45325644413617505
5.0,15.0,38.0,18.26233221,88.16779129,5.709380472,108.0756727,Pomegranate,7.313886831633462,0.16897727075919675
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,Watermelon,7.518064181233078,0.5036156787363496
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355,180.1237765,Jute,5.771441123130016,0.14552841661380955
117.0,43.0,25.0,24.68854799,78.51206972,7.839849298,69.31153566,Cotton,6.089044875446846,0.35619681127171887
129.0,35.0,18.0,24.49112609,82.24415809,7.057693366,64.02949379,Cotton,6.042632833682381,0.38249757473484824
28.0,65.0,23.0,28.38686534,61.88871127,7.405176138,74.24459122,Blackgram,7.313886831633462,0.38234253660392875
3.0,26.0,39.0,24.38318965,91.19431555,7.079973241,103.6012114,Pomegranate,7.937731775260109,0.2353562214007706
14.0,67.0,22.0,23.82576704,24.75485098,5.624690248,84.64143632,KidneyBeans,8.188966863648876,0.2814905804186511
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,ChickPea,8.160803920954665,0.18719813283667644
48.0,57.0,54.0,29.02328049,90.20396783,6.617703178,126.8069869,Papaya,6.175867270105761,0.22887761311290353
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232,68.97806542,ChickPea,7.937731775260109,0.2902924975522904
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,Watermelon,8.294299608857235,0.5100900484202465
120.0,25.0,50.0,28.05457761,94.81637388,6.327210469,21.90440445,Muskmelon,7.496097345175956,1.2807733559353751
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237,76.68456006,Maize,7.804251383528112,0.327863409231918
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,Coffee,7.783640596221253,0.2423251383083063
14.0,37.0,15.0,27.96235681,83.97586797,6.581351374,48.9366954,MungBean,8.517393171418904,0.5713985502234386
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,ChickPea,7.170888478512505,0.2031944471948553
